2013010100,19
2013010101,9
2013010103,9
2013010105,9
2013010106,19
2013010107,28
2013010108,28
2013010109,66
2013010110,103
2013010111,103
2013010112,103
2013010113,75
2013010114,103
2013010115,75
2013010116,112
2013010117,150
2013010118,66
2013010119,66
2013010120,122
2013010121,75
2013010122,56
2013010123,75
2013010200,28
2013010201,37
2013010202,19
2013010204,19
2013010205,66
2013010206,75
2013010207,66
2013010208,141
2013010209,141
2013010210,159
2013010211,197
2013010212,197
2013010213,159
2013010214,206
2013010215,206
2013010216,131
2013010217,94
2013010218,84
2013010219,150
2013010220,187
2013010221,84
2013010222,47
2013010223,56
2013010300,47
2013010301,9
2013010302,19
2013010303,9
2013010305,37
2013010306,94
2013010307,234
2013010308,328
2013010309,440
2013010310,328
2013010311,356
2013010312,281
2013010313,337
2013010314,94
2013010315,206
2013010316,225
2013010317,187
2013010318,122
2013010319,141
2013010320,169
2013010321,84
2013010322,47
2013010323,56
2013010400,47
2013010401,28
2013010402,28
2013010403,9
2013010404,9
2013010405,56
2013010406,187
2013010407,159
2013010408,272
2013010409,309
2013010410,328
2013010411,300
2013010412,225
2013010413,290
2013010414,300
2013010415,197
2013010416,150
2013010417,84
2013010418,112
2013010419,94
2013010420,141
2013010421,94
2013010422,66
2013010423,19
2013010500,28
2013010501,19
2013010502,28
2013010503,9
2013010504,19
2013010505,47
2013010506,37
2013010507,84
2013010508,150
2013010509,75
2013010510,187
2013010511,197
2013010512,169
2013010513,94
2013010514,197
2013010515,187
2013010516,169
2013010517,122
2013010518,112
2013010519,94
2013010520,122
2013010521,103
2013010522,75
2013010523,9
2013010600,19
2013010601,9
2013010602,19
2013010603,19
2013010604,28
2013010605,19
2013010606,75
2013010607,56
2013010608,56
2013010609,150
2013010610,159
2013010611,178
2013010612,122
2013010613,253
2013010614,215
2013010615,281
2013010616,244
2013010617,141
2013010618,206
2013010619,197
2013010620,112
2013010621,141
2013010622,94
2013010623,47
2013010700,19
2013010701,19
2013010702,28
2013010703,19
2013010704,66
2013010705,131
2013010706,337
2013010707,665
2013010708,562
2013010709,656
2013010710,646
2013010711,562
2013010712,646
2013010713,609
2013010714,534
2013010715,525
2013010716,403
2013010717,412
2013010718,365
2013010719,328
2013010720,365
2013010721,159
2013010722,94
2013010723,28
2013010800,19
2013010801,9
2013010802,37
2013010803,37
2013010804,37
2013010805,122
2013010806,272
2013010807,478
2013010808,618
2013010809,834
2013010810,684
2013010811,562
2013010812,534
2013010813,684
2013010814,590
2013010815,496
2013010816,384
2013010817,440
2013010818,506
2013010819,328
2013010820,244
2013010821,141
2013010822,94
2013010823,56
2013010900,19
2013010901,28
2013010902,9
2013010903,9
2013010904,66
2013010905,103
2013010906,365
2013010907,450
2013010908,637
2013010909,440
2013010910,759
2013010911,628
2013010912,721
2013010913,740
2013010914,581
2013010915,450
2013010916,431
2013010917,525
2013010918,290
2013010919,290
2013010920,187
2013010921,178
2013010922,103
2013010923,28
2013011000,9
2013011001,19
2013011002,9
2013011003,19
2013011004,75
2013011005,187
2013011006,290
2013011007,571
2013011008,525
2013011009,674
2013011010,600
2013011011,646
2013011012,665
2013011013,515
2013011014,609
2013011015,459
2013011016,347
2013011017,459
2013011018,356
2013011019,347
2013011020,262
2013011021,178
2013011022,131
2013011023,66
2013011101,9
2013011102,37
2013011103,37
2013011104,47
2013011105,150
2013011106,309
2013011107,506
2013011108,506
2013011109,590
2013011110,393
2013011111,590
2013011112,703
2013011113,609
2013011114,384
2013011115,375
2013011116,159
2013011117,281
2013011118,131
2013011119,169
2013011120,234
2013011121,159
2013011122,94
2013011123,56
2013011200,37
2013011201,9
2013011202,28
2013011203,37
2013011204,19
2013011205,19
2013011206,66
2013011207,150
2013011208,262
2013011209,262
2013011210,328
2013011211,253
2013011212,215
2013011213,272
2013011214,253
2013011215,225
2013011216,253
2013011217,178
2013011218,169
2013011219,234
2013011220,84
2013011221,94
2013011222,47
2013011223,66
2013011300,37
2013011301,19
2013011302,37
2013011303,19
2013011304,9
2013011305,28
2013011306,56
2013011307,131
2013011308,253
2013011309,319
2013011310,319
2013011311,347
2013011312,262
2013011313,422
2013011314,309
2013011315,300
2013011316,347
2013011317,206
2013011318,262
2013011319,206
2013011320,262
2013011321,178
2013011322,75
2013011323,37
2013011400,56
2013011401,37
2013011402,37
2013011403,19
2013011404,47
2013011405,187
2013011406,337
2013011407,440
2013011408,646
2013011409,871
2013011410,571
2013011411,759
2013011412,665
2013011413,656
2013011414,656
2013011415,590
2013011416,440
2013011417,384
2013011418,543
2013011419,393
2013011420,337
2013011421,234
2013011422,197
2013011423,66
2013011500,47
2013011501,9
2013011502,9
2013011503,47
2013011504,37
2013011505,131
2013011506,356
2013011507,440
2013011508,759
2013011509,740
2013011510,712
2013011511,693
2013011512,609
2013011513,618
2013011514,600
2013011515,656
2013011516,384
2013011517,393
2013011518,309
2013011519,319
2013011520,253
2013011521,169
2013011522,84
2013011523,56
2013011600,28
2013011601,37
2013011602,37
2013011603,19
2013011604,19
2013011605,169
2013011606,309
2013011607,525
2013011608,684
2013011609,637
2013011610,693
2013011611,759
2013011612,759
2013011613,581
2013011614,600
2013011615,506
2013011616,440
2013011617,393
2013011618,431
2013011619,393
2013011620,272
2013011621,206
2013011622,141
2013011623,131
2013011700,9
2013011701,19
2013011702,19
2013011704,28
2013011705,150
2013011706,281
2013011707,506
2013011708,731
2013011709,759
2013011710,740
2013011711,768
2013011712,881
2013011713,721
2013011714,618
2013011715,375
2013011716,365
2013011717,337
2013011718,403
2013011719,347
2013011720,309
2013011721,159
2013011722,66
2013011723,47
2013011800,19
2013011801,9
2013011802,28
2013011803,19
2013011804,37
2013011805,122
2013011806,300
2013011807,384
2013011808,637
2013011809,543
2013011810,487
2013011811,693
2013011812,628
2013011813,749
2013011814,487
2013011815,272
2013011816,244
2013011817,272
2013011818,150
2013011819,178
2013011820,150
2013011821,159
2013011822,75
2013011823,75
2013011900,19
2013011901,28
2013011903,9
2013011904,19
2013011905,37
2013011906,141
2013011907,94
2013011908,187
2013011909,309
2013011910,337
2013011911,384
2013011912,262
2013011913,403
2013011914,337
2013011915,215
2013011916,244
2013011917,169
2013011918,234
2013011919,187
2013011920,122
2013011921,131
2013011922,159
2013011923,75
2013012000,28
2013012001,9
2013012002,9
2013012004,19
2013012005,28
2013012006,37
2013012007,131
2013012008,215
2013012009,290
2013012010,290
2013012011,403
2013012012,431
2013012013,412
2013012014,375
2013012015,319
2013012016,422
2013012017,319
2013012018,347
2013012019,319
2013012020,300
2013012021,187
2013012022,94
2013012023,47
2013012100,47
2013012101,28
2013012102,28
2013012103,19
2013012104,47
2013012105,206
2013012106,365
2013012107,534
2013012108,740
2013012109,834
2013012110,778
2013012111,768
2013012112,674
2013012113,852
2013012114,618
2013012115,534
2013012116,468
2013012117,525
2013012118,384
2013012119,384
2013012120,356
2013012121,281
2013012122,169
2013012123,84
2013012200,56
2013012201,28
2013012202,47
2013012203,19
2013012204,66
2013012205,122
2013012206,328
2013012207,571
2013012208,646
2013012209,843
2013012210,646
2013012211,665
2013012212,890
2013012213,628
2013012214,628
2013012215,600
2013012216,468
2013012217,440
2013012218,459
2013012219,412
2013012220,356
2013012221,253
2013012222,206
2013012223,94
2013012300,47
2013012301,56
2013012302,19
2013012304,47
2013012305,103
2013012306,356
2013012307,487
2013012308,600
2013012309,806
2013012310,674
2013012311,731
2013012312,693
2013012313,571
2013012314,628
2013012315,543
2013012316,562
2013012317,543
2013012318,553
2013012319,525
2013012320,422
2013012321,253
2013012322,122
2013012323,47
2013012400,37
2013012401,19
2013012402,9
