Month of Year,Domain,Operating System,State/Province,Source,Bounces,Entrances,Pageviews,Time on Page
1,bell.ca,Linux,Quebec,(direct),5,5,5,0
1,videotron.ca,Linux,Quebec,137.122.15.46,5,5,5,0
1,edb.com,Linux,Sor-Trondelag,oa.uottawa.ca,5,5,5,0
1,aircel.co.in,Linux,Tamil Nadu,google,5,5,5,0
1,radiocom.net.ua,Linux,Zaporiz'ka oblast,google,5,5,5,0
1,,Linux,,(direct),5,9,19,70
1,,Linux,,google,5,9,14,"2,772"
1,,Linux,,med.uottawa.ca,5,9,23,"1,943"
1,ottawahospital.on.ca,Linux,Ontario,google,5,9,19,61
1,teksavvy.com,Linux,Ontario,google,5,9,37,"1,494"
1,unknown.unknown,Linux,Ontario,google.ca,5,9,14,70
1,uottawa.ca,Linux,Ontario,med.uottawa.ca,5,9,19,"1,316"
1,bell.ca,Linux,Ontario,(direct),5,14,23,56
1,carleton.ca,Linux,Ontario,google,5,14,28,787
1,elp.ca,Linux,Quebec,uottawa.ca.libguides.com,5,23,80,"22,217"
1,bell.ca,Linux,Ontario,google,9,14,23,155
1,uottawa.ca,Linux,Ontario,mathstat.uottawa.ca,9,14,23,"3,170"
1,teksavvy.com,Linux,Ontario,uottawa.ca,9,14,19,19
1,videotron.ca,Linux,Quebec,web33.uottawa.ca,9,14,28,"10,559"
1,ottawahospital.on.ca,Linux,Ontario,uottawa.ca,9,37,108,"1,353"
1,uottawa.ca,Linux,Ontario,uottawa.ca,14,23,33,229
1,bell.ca,Linux,Ontario,uottawa.ca,14,28,52,"1,849"
1,unknown.unknown,Linux,Ontario,google,19,23,28,412
1,rogers.com,Linux,Ontario,uottawa.ca,19,33,47,94
1,rogers.com,Linux,Ontario,google,19,42,117,"3,900"
1,uottawa.ca,Linux,Ontario,(direct),19,52,126,"4,472"
1,unknown.unknown,Linux,Ontario,uottawa.ca,28,42,108,"12,249"
1,videotron.ca,Linux,Quebec,uottawa.ca,28,47,70,"2,327"
1,uottawa.ca,Linux,Ontario,google,33,52,89,"2,500"
1,unknown.unknown,Linux,Ontario,(direct),42,70,122,"2,285"
1,bigpond.net.au,Macintosh,New South Wales,search,0,0,5,0
1,unknown.unknown,Macintosh,,(direct),0,5,9,122
1,onelinkpr.net,Macintosh,,google.ca,0,5,23,164
1,jclc.org,Macintosh,Alabama,catalogue.bib.uottawa.ca,0,5,9,28
1,ualberta.com,Macintosh,Alberta,uottawa.ca,0,5,14,80
1,telus.net,Macintosh,British Columbia,google,0,5,14,637
1,shawcable.net,Macintosh,British Columbia,uottawa.ca,0,5,9,75
1,shawcable.net,Macintosh,British Columbia,web33.uottawa.ca,0,5,14,108
1,sfr.net,Macintosh,Brittany,catalogue.bib.uottawa.ca,0,5,19,468
1,scu.edu,Macintosh,California,google,0,5,9,"5,019"
1,unknown.unknown,Macintosh,California,google,0,5,19,89
1,swisscomdata.ch,Macintosh,Canton of Bern,uottawa.ca,0,5,9,47
1,bluewin.ch,Macintosh,Canton of Zurich,web5.uottawa.ca,0,5,9,248
1,airtelbroadband.in,Macintosh,Delhi,google,0,5,14,627
1,sky.com,Macintosh,England,google,0,5,14,56
1,verizon.net,Macintosh,Florida,google,0,5,28,726
1,unknown.unknown,Macintosh,Hainaut,(direct),0,5,14,28
1,kwansei.ac.jp,Macintosh,Hyogo Prefecture,(direct),0,5,9,435
1,proxad.net,Macintosh,Ile-de-France,google,0,5,9,33
1,wanadoo.fr,Macintosh,Ile-de-France,web33.uottawa.ca,0,5,9,37
1,unknown.unknown,Macintosh,Jakarta,uottawa.ca,0,5,9,19
1,vxu.se,Macintosh,Kronoberg County,uottawa.ca,0,5,19,206
1,unknown.unknown,Macintosh,Languedoc-Roussillon,uottawa.ca,0,5,9,80
1,mtsallstream.net,Macintosh,Manitoba,google,0,5,14,187
1,verizon.net,Macintosh,Maryland,google,0,5,23,829
1,paetec.net,Macintosh,Massachusetts,(direct),0,5,9,33
1,comcast.net,Macintosh,Massachusetts,uottawa.ca,0,5,9,131
1,bellaliant.net,Macintosh,New Brunswick,google.ca,0,5,37,520
1,bellaliant.net,Macintosh,New Brunswick,orbis.uottawa.ca,0,5,19,206
1,rogers.com,Macintosh,New Brunswick,uottawa.ca,0,5,9,145
1,nbed.nb.ca,Macintosh,New Brunswick,web33.uottawa.ca,0,5,33,"1,620"
1,bigpond.net.au,Macintosh,New South Wales,commonlaw.uottawa.ca,0,5,5,150
1,ziggozakelijk.nl,Macintosh,North Holland,(direct),0,5,9,14
1,acadiau.ca,Macintosh,Nova Scotia,archives.uottawa.ca,0,5,14,66
1,eastlink.ca,Macintosh,Nova Scotia,google.ca,0,5,9,337
1,ottawaheart.ca,Macintosh,Ontario,(direct),0,5,9,"1,962"
1,tel-ott.com,Macintosh,Ontario,(direct),0,5,9,9
1,wind.ca,Macintosh,Ontario,(direct),0,5,14,"1,260"
1,yorku.ca,Macintosh,Ontario,(direct),0,5,14,94
1,pnap.net,Macintosh,Ontario,(direct),0,5,19,61
1,bell.ca,Macintosh,Ontario,137.122.27.60,0,5,28,510
1,rogers.com,Macintosh,Ontario,acmla.org,0,5,9,679
1,bell.ca,Macintosh,Ontario,admission.uottawa.ca,0,5,23,"2,079"
1,teksavvy.com,Macintosh,Ontario,alumni.uottawa.ca,0,5,14,258
1,bell.ca,Macintosh,Ontario,bing,0,5,14,126
1,integracare.on.ca,Macintosh,Ontario,catalogue.bib.uottawa.ca,0,5,9,225
1,anikast.net,Macintosh,Ontario,catalogue.bib.uottawa.ca,0,5,14,145
1,storm.ca,Macintosh,Ontario,catalogue.bib.uottawa.ca,0,5,14,"1,255"
1,dsl4u.ca,Macintosh,Ontario,catalogue.bib.uottawa.ca,0,5,89,"1,054"
1,rogers.com,Macintosh,Ontario,conf2000.uottawa.ca,0,5,9,33
1,uottawa.ca,Macintosh,Ontario,doc-depot.management.uottawa.ca,0,5,9,14
1,rogers.com,Macintosh,Ontario,doc-depot.management.uottawa.ca,0,5,33,"4,031"
1,rogers.com,Macintosh,Ontario,gazette.uottawa.ca,0,5,9,0
1,on.ca,Macintosh,Ontario,google,0,5,9,42
1,bluarc.ca,Macintosh,Ontario,google,0,5,14,"1,517"
1,cogentco.com,Macintosh,Ontario,google,0,5,14,33
1,humber.ca,Macintosh,Ontario,google,0,5,14,398
1,torontohyundai.com,Macintosh,Ontario,google,0,5,14,192
1,zim.biz,Macintosh,Ontario,google,0,5,14,656
1,cia.com,Macintosh,Ontario,google,0,5,23,197
1,mcmaster.ca,Macintosh,Ontario,google,0,5,28,169
1,queensu.ca,Macintosh,Ontario,google,0,5,28,791
1,cgocable.net,Macintosh,Ontario,google.ca,0,5,9,9
1,ottawahospital.on.ca,Macintosh,Ontario,google.ca,0,5,9,28
1,uwaterloo.ca,Macintosh,Ontario,google.ca,0,5,14,178
1,loyalistc.on.ca,Macintosh,Ontario,google.ca,0,5,28,"1,152"
1,unknown.unknown,Macintosh,Ontario,google.co.in,0,5,14,42
1,agr.ca,Macintosh,Ontario,google.com,0,5,14,510
1,wind.ca,Macintosh,Ontario,google.com,0,5,14,140
1,rogers.com,Macintosh,Ontario,google.fr,0,5,14,599
1,unknown.unknown,Macintosh,Ontario,grad.uottawa.ca,0,5,9,56
1,rogers.com,Macintosh,Ontario,lib.uottawa.ca,0,5,9,14
1,teksavvy.com,Macintosh,Ontario,med.uottawa.ca,0,5,19,164
1,rogers.com,Macintosh,Ontario,medicine.uottawa.ca,0,5,9,23
1,rogers.com,Macintosh,Ontario,music.uottawa.ca,0,5,23,538
1,rogers.com,Macintosh,Ontario,olbi.uottawa.ca,0,5,9,61
1,ncf.ca,Macintosh,Ontario,orbis.uottawa.ca,0,5,9,28
1,teksavvy.com,Macintosh,Ontario,ovidsp.tx.ovid.com.proxy.bib.uottawa.ca,0,5,19,927
1,ottawahospital.on.ca,Macintosh,Ontario,registrar.uottawa.ca,0,5,14,33
1,rogers.com,Macintosh,Ontario,rogr.search-help.net,0,5,23,"3,484"
1,rogers.com,Macintosh,Ontario,sass.uottawa.ca,0,5,9,28
1,carleton.ca,Macintosh,Ontario,search,0,5,14,"6,602"
1,uottawa.ca,Macintosh,Ontario,servingothers.uottawa.ca,0,5,14,"3,156"
1,unknown.unknown,Macintosh,Ontario,socialsciences.uottawa.ca,0,5,9,33
1,uottawa.ca,Macintosh,Ontario,tlss.uottawa.ca,0,5,14,300
1,rogers.com,Macintosh,Ontario,uocal.uottawa.ca,0,5,9,"6,176"
1,bell.ca,Macintosh,Ontario,uocal.uottawa.ca,0,5,19,890
1,nipissingu.ca,Macintosh,Ontario,uottawa.ca,0,5,9,37
1,tel-ott.com,Macintosh,Ontario,uottawa.ca,0,5,9,70
1,uoguelph.ca,Macintosh,Ontario,uottawa.ca,0,5,9,23
1,utoronto.ca,Macintosh,Ontario,uottawa.ca,0,5,9,314
1,vianet.ca,Macintosh,Ontario,uottawa.ca,0,5,9,98
1,uwaterloo.ca,Macintosh,Ontario,uottawa.ca,0,5,14,"1,077"
1,vttoth.com,Macintosh,Ontario,uottawa.ca,0,5,14,239
1,telus.com,Macintosh,Ontario,uottawa.ca,0,5,33,"5,342"
1,wind.ca,Macintosh,Ontario,web33.uottawa.ca,0,5,9,"4,888"
1,cbeast.com,Macintosh,Ontario,web33.uottawa.ca,0,5,14,262
1,primus.ca,Macintosh,Ontario,web33.uottawa.ca,0,5,14,300
1,telus.com,Macintosh,Ontario,web33.uottawa.ca,0,5,14,"1,213"
1,sfr.net,Macintosh,Provence-Alpes-Cote d'Azur,google,0,5,14,"1,990"
1,wanadoo.fr,Macintosh,Provence-Alpes-Cote d'Azur,uottawa.ca,0,5,19,"5,342"
1,bell.ca,Macintosh,Quebec,admission.uottawa.ca,0,5,9,66
1,primus.ca,Macintosh,Quebec,droitcivil.uottawa.ca,0,5,14,468
1,bell.ca,Macintosh,Quebec,droitcivil.uottawa.ca,0,5,28,"3,994"
1,concordia.ca,Macintosh,Quebec,droitcivil.uottawa.ca,0,5,42,"4,781"
1,videotron.ca,Macintosh,Quebec,etudesup.uottawa.ca,0,5,9,674
1,cablevision.qc.ca,Macintosh,Quebec,google,0,5,9,9
1,cooptel.qc.ca,Macintosh,Quebec,google,0,5,9,567
1,cegepoutaouais.qc.ca,Macintosh,Quebec,google,0,5,14,543
1,uqam.ca,Macintosh,Quebec,google,0,5,14,220
1,telus.com,Macintosh,Quebec,google,0,5,52,"2,205"
1,allstream.net,Macintosh,Quebec,google.ca,0,5,19,"7,478"
1,umontreal.ca,Macintosh,Quebec,google.ca,0,5,28,"9,210"
1,bell.ca,Macintosh,Quebec,ilob.uottawa.ca,0,5,9,94
1,cooptel.qc.ca,Macintosh,Quebec,search,0,5,9,773
1,videotron.ca,Macintosh,Quebec,tabaret.uottawa.ca,0,5,9,276
1,videotron.ca,Macintosh,Quebec,telfer.uottawa.ca,0,5,14,337
1,contact.net,Macintosh,Quebec,uottawa.ca,0,5,19,506
1,gatineau.qc.ca,Macintosh,Quebec,uottawa.ca,0,5,19,651
1,dsl4u.ca,Macintosh,Quebec,uottawa.ca,0,5,23,"1,943"
1,unknown.unknown,Macintosh,Quebec,uottawa.ca.libguides.com,0,5,9,14
1,primus.ca,Macintosh,Quebec,web33.uottawa.ca,0,5,9,857
1,bell.ca,Macintosh,Quebec,web33.uottawa.ca,0,5,14,159
1,teksavvy.com,Macintosh,Quebec,web33.uottawa.ca,0,5,19,"3,418"
1,mcgill.ca,Macintosh,Quebec,yahoo,0,5,19,"4,902"
1,cibertec.com,Macintosh,Rajasthan,google,0,5,14,520
1,usask.ca,Macintosh,Saskatchewan,google.ca,0,5,19,"2,299"
1,unknown.unknown,Macintosh,Shandong,uottawa.ca,0,5,9,0
1,ownit.se,Macintosh,Skane County,catalogue.bib.uottawa.ca,0,5,14,"1,372"
1,telia.com,Macintosh,Skane County,google.se,0,5,19,819
1,uv.es,Macintosh,Valencia,google,0,5,14,993
1,unknown.unknown,Macintosh,Victoria,uottawa.ca,0,5,9,14
1,com.bd,Macintosh,,google,0,9,19,47
1,bhn.net,Macintosh,Alabama,catalogue.bib.uottawa.ca,0,9,28,318
1,unknown.unknown,Macintosh,British Columbia,(direct),0,9,28,"5,136"
1,ustboniface.mb.ca,Macintosh,Manitoba,web33.uottawa.ca,0,9,19,89
1,nbed.nb.ca,Macintosh,New Brunswick,virtualcampus.uottawa.ca,0,9,66,"14,646"
1,verizon.net,Macintosh,New York,google,0,9,19,155
1,cgocable.net,Macintosh,Ontario,(direct),0,9,23,"3,825"
1,unknown.unknown,Macintosh,Ontario,commonlaw.uottawa.ca,0,9,23,117
1,unknown.com,Macintosh,Ontario,google,0,9,42,627
1,ontarioeast.net,Macintosh,Ontario,google.ca,0,9,42,"2,435"
1,unknown.unknown,Macintosh,Ontario,google.com,0,9,28,"3,381"
1,unknown.unknown,Macintosh,Ontario,google.fr,0,9,66,960
1,primus.ca,Macintosh,Ontario,med.uottawa.ca,0,9,19,520
1,uottawa.ca,Macintosh,Ontario,telfer.uottawa.ca,0,9,33,"7,974"
1,acanac.net,Macintosh,Ontario,uottawa.ca,0,9,23,754
1,magma.ca,Macintosh,Ontario,uottawa.ca,0,9,23,"1,695"
1,ottawaheart.ca,Macintosh,Ontario,uottawa.ca,0,9,23,"7,478"
1,cambrianc.on.ca,Macintosh,Ontario,uottawa.ca,0,9,47,"2,819"
1,videotron.ca,Macintosh,Quebec,commonlaw.uottawa.ca,0,9,33,300
1,teksavvy.com,Macintosh,Quebec,google.ca,0,9,23,"5,876"
1,unknown.unknown,Macintosh,Quebec,google.ca,0,9,33,"3,184"
1,ircm.qc.ca,Macintosh,Quebec,uottawa.ca,0,9,19,70
1,unknown.com,Macintosh,Texas,google,0,9,28,"6,836"
1,,Macintosh,,web33.uottawa.ca,0,14,42,712
1,dsl4u.ca,Macintosh,British Columbia,med.uottawa.ca,0,14,52,"1,054"
1,videotron.ca,Macintosh,Ontario,yahoo,0,14,28,70
1,u-3mrs.fr,Macintosh,Provence-Alpes-Cote d'Azur,google,0,14,28,"6,424"
1,videotron.ca,Macintosh,Quebec,web.uottawa.ca,0,14,28,361
1,rogers.com,Macintosh,Ontario,commonlaw.uottawa.ca,0,19,80,"5,961"
1,bell.ca,Macintosh,Quebec,registraire.uottawa.ca,0,19,66,"4,565"
1,shawcable.net,Macintosh,Manitoba,web33.uottawa.ca,0,23,66,"2,402"
1,cgocable.ca,Macintosh,Quebec,uottawa.ca,0,23,70,"8,578"
1,unknown.unknown,Macintosh,Ontario,courseweb.uottawa.ca,0,28,131,"1,943"
1,umontreal.ca,Macintosh,Quebec,(direct),0,28,66,"1,746"
1,anikast.net,Macintosh,Ontario,orbis.uottawa.ca,0,33,80,"8,011"
1,namcuong.com.vn,Macintosh,,(direct),5,5,5,0
1,hkcable.com.hk,Macintosh,,google,5,5,5,0
1,unknown.unknown,Macintosh,,google.ca,5,5,5,0
1,smartone.com,Macintosh,,sfx.scholarsportal.info.proxy.bib.uottawa.ca,5,5,5,0
1,bhn.net,Macintosh,,socialsciences.uottawa.ca,5,5,5,0
1,unknown.com,Macintosh,Alberta,(direct),5,5,5,0
1,shawcable.net,Macintosh,Alberta,google,5,5,5,0
1,shawcable.net,Macintosh,Alberta,med.uottawa.ca,5,5,5,0
1,unknown.unknown,Macintosh,Baden-Wurttemberg,uottawa.ca,5,5,5,0
1,shawcable.net,Macintosh,British Columbia,(direct),5,5,5,0
1,shawcable.net,Macintosh,British Columbia,catalogue.bib.uottawa.ca,5,5,5,0
1,telus.net,Macintosh,British Columbia,catalogue.bib.uottawa.ca,5,5,5,0
1,shawcable.net,Macintosh,British Columbia,google.ca,5,5,5,0
1,telus.net,Macintosh,British Columbia,google.ca,5,5,5,0
1,shawcable.net,Macintosh,British Columbia,sciencessociales.uottawa.ca,5,5,5,0
1,dsl4u.ca,Macintosh,British Columbia,uottawa.ca,5,5,5,0
1,telus.net,Macintosh,British Columbia,web33.uottawa.ca,5,5,5,0
1,belgacom.be,Macintosh,Brussels,(direct),5,5,5,0
1,unknown.unknown,Macintosh,Buenos Aires Province,(direct),5,5,5,0
1,tedata.net,Macintosh,Cairo Governorate,uottawa.ca,5,5,5,0
1,senselan.ch,Macintosh,Canton of Fribourg,geographie.uottawa.ca,5,5,5,0
1,cantv.net,Macintosh,Caracas Metropolitan District,google,5,5,5,0
1,comunitel.net,Macintosh,Catalonia,google,5,5,5,0
1,regusnet.com,Macintosh,England,google.co.uk,5,5,5,0
1,threembb.co.uk,Macintosh,England,google.co.uk,5,5,5,0
1,unknown.unknown,Macintosh,England,google.co.uk,5,5,5,0
1,ask4internet.com,Macintosh,England,uottawa.ca,5,5,5,0
1,unknown.unknown,Macintosh,England,uottawa.ca.libguides.com,5,5,5,0
1,t-dialin.net,Macintosh,Hesse,(direct),5,5,5,0
1,,Macintosh,Ile-de-France,google,5,5,5,0
1,bbox.fr,Macintosh,Ile-de-France,google,5,5,5,0
1,wanadoo.fr,Macintosh,Ile-de-France,uottawa.ca,5,5,5,0
1,comcast.net,Macintosh,Illinois,uottawa.ca,5,5,5,0
1,sbcglobal.net,Macintosh,Illinois,uottawa.ca,5,5,5,0
1,comcast.net,Macintosh,Indiana,google,5,5,5,0
1,proxad.net,Macintosh,Languedoc-Roussillon,(direct),5,5,5,0
1,shawcable.net,Macintosh,Manitoba,google,5,5,5,0
1,unknown.unknown,Macintosh,Manitoba,google,5,5,5,0
1,mtsallstream.net,Macintosh,Manitoba,search,5,5,5,0
1,unknown.unknown,Macintosh,Manitoba,uottawa.ca,5,5,5,0
1,pldt.net,Macintosh,Metro Manila,google,5,5,5,0
1,ccsd.net,Macintosh,Nevada,search,5,5,5,0
1,unbsj.ca,Macintosh,New Brunswick,google,5,5,5,0
1,bellaliant.net,Macintosh,New Brunswick,uocal.uottawa.ca,5,5,5,0
1,unknown.unknown,Macintosh,New York,google,5,5,5,0
1,wayport.net,Macintosh,New York,google,5,5,5,0
1,rogers.com,Macintosh,Newfoundland and Labrador,google,5,5,5,0
1,bellaliant.net,Macintosh,Nova Scotia,(direct),5,5,5,0
1,eastlink.ca,Macintosh,Nova Scotia,(direct),5,5,5,0
1,bellaliant.net,Macintosh,Nova Scotia,catalogue.bib.uottawa.ca,5,5,5,0
1,eastlink.ca,Macintosh,Nova Scotia,catalogue.bib.uottawa.ca,5,5,5,0
1,eastlink.ca,Macintosh,Nova Scotia,google,5,5,5,0
1,eastlink.ca,Macintosh,Nova Scotia,uottawa.ca,5,5,5,0
1,mathewsdinsdale.com,Macintosh,Ontario,(direct),5,5,5,0
1,tbssoft.com,Macintosh,Ontario,(direct),5,5,5,0
1,rogers.com,Macintosh,Ontario,admission.uottawa.ca,5,5,5,0
1,rogers.com,Macintosh,Ontario,arts.uottawa.ca,5,5,5,0
1,bell.ca,Macintosh,Ontario,catalogue.bib.uottawa.ca.proxy.bib.uottawa.ca,5,5,5,0
1,unknown.unknown,Macintosh,Ontario,cf-mg4.mail.yahoo.com,5,5,5,0
1,bell.ca,Macintosh,Ontario,destination2020.uottawa.ca,5,5,5,0
1,unknown.unknown,Macintosh,Ontario,doc-depot.management.uottawa.ca,5,5,5,0
1,rogers.com,Macintosh,Ontario,droitcivil.uottawa.ca,5,5,5,0
1,bell.ca,Macintosh,Ontario,education.uottawa.ca,5,5,5,0
1,bell.ca,Macintosh,Ontario,emottawa.ca,5,5,5,0
1,acart.com,Macintosh,Ontario,google,5,5,5,0
1,havergal.on.ca,Macintosh,Ontario,google,5,5,5,0
1,iamgroup.ca,Macintosh,Ontario,google,5,5,5,0
1,inter.net,Macintosh,Ontario,google,5,5,5,0
1,laurentian.ca,Macintosh,Ontario,google,5,5,5,0
1,nt.net,Macintosh,Ontario,google,5,5,5,0
1,ocad.ca,Macintosh,Ontario,google,5,5,5,0
1,psac.com,Macintosh,Ontario,google,5,5,5,0
1,stsn.com,Macintosh,Ontario,google,5,5,5,0
1,tel-ott.com,Macintosh,Ontario,google,5,5,5,0
1,uoguelph.ca,Macintosh,Ontario,google,5,5,5,0
1,uwaterloo.ca,Macintosh,Ontario,google,5,5,5,0
1,ncf.ca,Macintosh,Ontario,google.ca,5,5,5,0
1,primus.ca,Macintosh,Ontario,google.ca,5,5,5,0
1,sirc.ca,Macintosh,Ontario,google.ca,5,5,5,0
1,wtccommunications.ca,Macintosh,Ontario,google.ca,5,5,5,0
1,unknown.unknown,Macintosh,Ontario,google.es,5,5,5,0
1,uottawa.ca,Macintosh,Ontario,grad.uottawa.ca,5,5,5,0
1,uottawa.ca,Macintosh,Ontario,health.uottawa.ca,5,5,5,0
1,allstream.net,Macintosh,Ontario,med.uottawa.ca,5,5,5,0
1,rogers.com,Macintosh,Ontario,medias.uottawa.ca,5,5,5,0
1,unknown.unknown,Macintosh,Ontario,music.uottawa.ca,5,5,5,0
1,rogers.com,Macintosh,Ontario,registraire.uottawa.ca,5,5,5,0
1,unknown.unknown,Macintosh,Ontario,registraire.uottawa.ca,5,5,5,0
1,uottawa.ca,Macintosh,Ontario,registraire.uottawa.ca,5,5,5,0
1,cgocable.net,Macintosh,Ontario,registrar.uottawa.ca,5,5,5,0
1,teksavvy.com,Macintosh,Ontario,registrar.uottawa.ca,5,5,5,0
1,uottawa.ca,Macintosh,Ontario,registrar.uottawa.ca,5,5,5,0
1,unknown.unknown,Macintosh,Ontario,sass.uottawa.ca,5,5,5,0
1,teksavvy.com,Macintosh,Ontario,search,5,5,14,66
1,primus.ca,Macintosh,Ontario,sfx.scholarsportal.info.proxy.bib.uottawa.ca,5,5,5,0
1,uottawa.ca,Macintosh,Ontario,socialsciences.uottawa.ca,5,5,5,0
1,teksavvy.com,Macintosh,Ontario,t.co,5,5,5,0
1,bell.ca,Macintosh,Ontario,unioncreativeco.com,5,5,5,0
1,agr.ca,Macintosh,Ontario,uottawa.ca,5,5,5,0
1,anikast.net,Macintosh,Ontario,uottawa.ca,5,5,5,0
1,fibrewired.on.ca,Macintosh,Ontario,uottawa.ca,5,5,5,0
1,martek.ca,Macintosh,Ontario,uottawa.ca,5,5,5,0
1,netcelerate.net,Macintosh,Ontario,uottawa.ca,5,5,5,0
1,ontarioeast.net,Macintosh,Ontario,uottawa.ca,5,5,5,0
1,purepages.ca,Macintosh,Ontario,uottawa.ca,5,5,5,0
1,shawcable.net,Macintosh,Ontario,uottawa.ca,5,5,5,0
1,videotron.ca,Macintosh,Ontario,uottawa.ca,5,5,5,0
1,magma.ca,Macintosh,Ontario,uottawa.ca.libguides.com,5,5,5,0
1,cantoc.com,Macintosh,Ontario,web33.uottawa.ca,5,5,5,0
1,distributel.net,Macintosh,Ontario,web33.uottawa.ca,5,5,5,0
1,parolink.net,Macintosh,Ontario,web33.uottawa.ca,5,5,5,0
1,tel-ott.com,Macintosh,Ontario,web33.uottawa.ca,5,5,5,0
1,rogers.com,Macintosh,Ontario,websitedenied.com,5,5,5,0
1,rogers.com,Macintosh,Ontario,www2.carleton.ca,5,5,5,0
1,uottawa.ca,Macintosh,Ontario,yahoo,5,5,5,0
1,comcastbusiness.net,Macintosh,Oregon,google,5,5,5,0
1,eastlink.ca,Macintosh,Prince Edward Island,google,5,5,5,0
1,sfr.net,Macintosh,Provence-Alpes-Cote d'Azur,uottawa.ca,5,5,5,0
1,globetrotter.net,Macintosh,Quebec,(direct),5,5,5,0
1,uqam.ca,Macintosh,Quebec,(direct),5,5,5,0
1,bell.ca,Macintosh,Quebec,commonlaw.uottawa.ca,5,5,5,0
1,bell.ca,Macintosh,Quebec,courseweb.uottawa.ca,5,5,5,0
1,umontreal.ca,Macintosh,Quebec,droitcivil.uottawa.ca,5,5,5,0
1,contact.net,Macintosh,Quebec,google,5,5,5,0
1,elp.ca,Macintosh,Quebec,google,5,5,5,0
1,umontreal.ca,Macintosh,Quebec,google,5,5,5,0
1,videotron.ca,Macintosh,Quebec,health.uottawa.ca,5,5,5,0
1,unknown.unknown,Macintosh,Quebec,med.uottawa.ca,5,5,5,0
1,telus.com,Macintosh,Quebec,ovidsp.tx.ovid.com.proxy.bib.uottawa.ca,5,5,5,0
1,mcgill.ca,Macintosh,Quebec,translation.uottawa.ca,5,5,5,0
1,acanac.net,Macintosh,Quebec,uottawa.ca,5,5,5,0
1,allstream.net,Macintosh,Quebec,uottawa.ca,5,5,5,0
1,inter.net,Macintosh,Quebec,uottawa.ca,5,5,5,0
1,teksavvy.com,Macintosh,Quebec,uottawa.ca,5,5,5,0
1,dsl4u.ca,Macintosh,Quebec,uottawa.ca.libguides.com,5,5,5,0
1,inter.net,Macintosh,Quebec,web33.uottawa.ca,5,5,5,0
1,telus.com,Macintosh,Quebec,web33.uottawa.ca,5,5,5,0
1,unknown.unknown,Macintosh,Quebec,web33.uottawa.ca,5,5,5,0
1,videotron.ca,Macintosh,Quebec,www2.carleton.ca,5,5,5,0
1,unknown.unknown,Macintosh,Rabat-Sale-Zemmour-Zaer,google.co.ma,5,5,5,0
1,unknown.unknown,Macintosh,Rhone-Alpes,(direct),5,5,5,0
1,proxad.net,Macintosh,Rhone-Alpes,google,5,5,5,0
1,saudi.net.sa,Macintosh,Riyadh Province,google,5,5,5,0
1,sasknet.sk.ca,Macintosh,Saskatchewan,google.ca,5,5,5,0
1,telia.com,Macintosh,Skane County,google.dk,5,5,5,0
1,unknown.unknown,Macintosh,Valais,catalogue.bib.uottawa.ca,5,5,5,0
1,mweb.co.za,Macintosh,Western Cape,(direct),5,5,5,0
1,charter.com,Macintosh,Wisconsin,google,5,5,5,0
1,unknown.unknown,Macintosh,Alberta,search,5,9,23,126
1,unknown.unknown,Macintosh,Alberta,uottawa.ca,5,9,14,272
1,cox.net,Macintosh,California,google,5,9,14,187
1,rr.com,Macintosh,California,google,5,9,28,187
1,unknown.unknown,Macintosh,Community of Madrid,uottawa.ca,5,9,14,80
1,sbcglobal.net,Macintosh,Illinois,google,5,9,14,80
1,rogers.com,Macintosh,New Brunswick,virtualcampus.uottawa.ca,5,9,19,164
1,mun.ca,Macintosh,Newfoundland and Labrador,(direct),5,9,14,"2,683"
1,allstream.net,Macintosh,Ontario,(direct),5,9,14,9
1,uottawa.ca,Macintosh,Ontario,arts.uottawa.ca,5,9,37,894
1,bell.ca,Macintosh,Ontario,commonlaw.uottawa.ca,5,9,14,52
1,rogers.com,Macintosh,Ontario,etudesup.uottawa.ca,5,9,14,52
1,unknown.unknown,Macintosh,Ontario,facebook.com,5,9,23,"9,992"
1,videotron.ca,Macintosh,Ontario,google,5,9,14,496
1,bell.ca,Macintosh,Ontario,registrar.uottawa.ca,5,9,14,627
1,primus.ca,Macintosh,Ontario,search,5,9,14,810
1,pnap.net,Macintosh,Ontario,uottawa.ca,5,9,14,52
1,rogers.com,Macintosh,Ontario,us-mg6.mail.yahoo.com,5,9,19,295
1,rogers.com,Macintosh,Ontario,ustpaul.ca,5,9,23,"4,458"
1,bell.ca,Macintosh,Ontario,web.ebscohost.com.proxy.bib.uottawa.ca,5,9,14,42
1,unknown.unknown,Macintosh,Ontario,web.ebscohost.com.proxy.bib.uottawa.ca,5,9,23,"2,617"
1,carleton.ca,Macintosh,Ontario,web33.uottawa.ca,5,9,14,66
1,cgocable.net,Macintosh,Ontario,web33.uottawa.ca,5,9,28,"2,992"
1,unknown.unknown,Macintosh,Ontario,yahoo,5,9,14,9
1,gatineau.qc.ca,Macintosh,Quebec,(direct),5,9,14,14
1,videotron.ca,Macintosh,Quebec,droitcivil.uottawa.ca,5,9,23,590
1,gatineau.qc.ca,Macintosh,Quebec,google,5,9,14,42
1,montreal.qc.ca,Macintosh,Quebec,google,5,9,14,37
1,usherbrooke.ca,Macintosh,Quebec,google,5,9,14,70
1,allstream.net,Macintosh,Quebec,google,5,9,23,398
1,canaca.com,Macintosh,Quebec,google,5,9,28,740
